Degree
Function,Total_Syscalls,Total_Syscalls_Success,Total_Syscalls_Failed,Min,Max,Average,Stdev,Failure,Context,Increase,Importance
syscall_brk,333,333,0,0.0,0.09199999840348028,0.01717417419806973,0.02307595481149308,0.0,0.0,0.0,0.0
brk,111,111,0,0.0,0.0030000010156072676,0.0009549548521717625,0.00043458218785654427,0.0,0.0,0.0,0.0
[unknown],1466,1466,0,0.0,2.201999999670079,0.03224693041827735,0.08029254790852093,0.0,0.0,0.0,0.0
syscall_arch_prctl,222,222,0,0.0,0.11500000255182385,0.001418918924042242,0.00785560905884439,0.0,0.0,0.0,0.0
_dl_sysdep_start,777,777,0,0.0,0.5390000005718321,0.028019305028304808,0.034812804103639246,0.0,0.0,0.0,0.0
syscall_access,111,111,0,0.0040000013541430235,0.02800000220304355,0.00644144159007549,0.0030798012895951322,0.0,0.0,0.0,0.0
access,111,111,0,0.0040000013541430235,0.02800000220304355,0.00644144159007549,0.0030798012895951322,0.0,0.0,0.0,0.0
syscall_openat,339,339,0,0.0030000010156072676,0.03899999865097925,0.006368731540970499,0.0033648498779133185,0.0,0.0,0.0,0.0
__GI___open64_nocancel,222,222,0,0.0030000010156072676,0.02600000152597204,0.005698198209928877,0.002652395369097628,0.0,0.0,0.0,0.0
_dl_map_object,1221,1221,0,0.0009999967005569488,0.10900000052060932,0.0024258804337221086,0.0036903221220638744,0.0,0.0,0.0,0.0
syscall_newfstat,447,447,0,0.0009999967005569488,0.10900000052060932,0.0021901564783014574,0.005134259509273275,0.0,0.0,0.0,0.0
_fxstat,222,222,0,0.0009999967005569488,0.10900000052060932,0.0024639638148663515,0.007262128841039672,0.0,0.0,0.0,0.0
syscall_mmap,887,887,0,0.0,0.36499999987427145,0.051638106054125305,0.02181015025208959,0.0,0.0,0.0,0.0
mmap64,777,777,0,0.0,0.36499999987427145,0.0525482626254068,0.022990149147204784,0.0,0.0,0.0,0.0
syscall_close,558,558,0,0.0009999967005569488,0.016999998479150236,0.0016326165185802312,0.0013030047050453298,0.0,0.0,0.0,0.0
__GI___close_nocancel,222,222,0,0.0009999967005569488,0.016999998479150236,0.0018558558941869116,0.0014604706751267743,0.0,0.0,0.0,0.0
syscall_read,599842,599842,0,0.0,4.5429999991029035,0.0016724237383896473,0.008988336597331333,0.0,0.0,0.0,0.0
__GI___read_nocancel,111,111,0,0.0019999970390927047,0.0040000013541430235,0.0025405403845922534,0.0005686312175741581,0.0,0.0,0.0,0.0
syscall_pread64,666,666,0,0.0009999967005569488,0.014999997802078724,0.001397897923217007,0.0007494930342505252,0.0,0.0,0.0,0.0
__GI___pread64_nocancel,666,666,0,0.0009999967005569488,0.014999997802078724,0.001397897923217007,0.0007494930342505252,0.0,0.0,0.0,0.0
_dl_map_object_from_fd,222,222,0,0.0009999967005569488,0.0030000010156072676,0.0012882882819630558,0.0004638494795415975,0.0,0.0,0.0,0.0
init_tls,111,111,0,0.0,0.11500000255182385,0.0018918919096478505,0.010841294490413371,0.0,0.0,0.0,0.0
syscall_mprotect,333,333,0,0.043000000005122274,0.22600000011152588,0.05439639638128058,0.014843325842920054,0.0,0.0,0.0,0.0
mprotect,333,333,0,0.043000000005122274,0.22600000011152588,0.05439639638128058,0.014843325842920054,0.0,0.0,0.0,0.0
dl_main,333,333,0,0.043000000005122274,0.22600000011152588,0.05439639638128058,0.014843325842920054,0.0,0.0,0.0,0.0
syscall_munmap,111,111,0,0.012999997125007212,0.5390000005718321,0.02366666661613193,0.06105710211545963,0.0,0.0,0.0,0.0
munmap,111,111,0,0.012999997125007212,0.5390000005718321,0.02366666661613193,0.06105710211545963,0.0,0.0,0.0,0.0
__brk,222,222,0,0.0009999967005569488,0.09199999840348028,0.025283783871018713,0.024528967109012038,0.0,0.0,0.0,0.0
__GI___libc_open,6,6,0,0.008999999408842996,0.03899999865097925,0.015499998577676402,0.011571516679122745,0.0,0.0,0.0,0.0
syscall_dup2,1,1,0,0.0020000006770715117,0.0020000006770715117,0.0,0.0,0.0,0.0,0.0,0.0
__dup2,1,1,0,0.0020000006770715117,0.0020000006770715117,0.0,0.0,0.0,0.0,0.0,0.0
__libc_start_main,599759,599752,7,0.0,16990.295999999944,0.08791006054113343,37.63899427389609,0.0,9.336320956039266e-05,-9.336320956039266e-05,0.0
__fxstat64,225,225,0,0.0009999967005569488,0.0040000013541430235,0.0019199999062240953,0.0005532371587867338,0.0,0.0,0.0,0.0
syscall_clone,222,4,218,0.0,55.22899999778019,16.52120720732578,6.567843764272377,0.9819819819819819,0.9819819819819819,0.0,0.0
__libc_fork,222,4,218,0.0,55.22899999778019,16.52120720732578,6.567843764272377,0.9819819819819819,0.9819819819819819,0.0,0.0
syscall_wait4,221,21,200,0.0,16990.295999999944,3450.901389140199,4907.082495213488,0.9501187648456056,0.9501187648456056,0.0,0.0
__GI___wait4,221,21,200,0.0,16990.295999999944,3450.901389140199,4907.082495213488,0.97442143727162,0.97442143727162,0.0,0.0
main,599758,599751,7,0.0,16990.295999999944,0.08791020378234049,37.63902565225641,0.0,8.169389796598867e-05,-8.169389796598867e-05,0.0
syscall_getppid,111,111,0,0.0009999967005569488,0.005000001692678779,0.0034324325128722733,0.0007818585815303879,0.0,0.0,0.0,0.0
__GI___getppid,111,111,0,0.0009999967005569488,0.005000001692678779,0.0034324325128722733,0.0007818585815303879,0.0,0.0,0.0,0.0
syscall_getpid,111,111,0,0.0009999967005569488,0.0030000010156072676,0.0022162162454438033,0.0005292430340375653,0.0,0.0,0.0,0.0
__getpid,111,111,0,0.0009999967005569488,0.0030000010156072676,0.0022162162454438033,0.0005292430340375653,0.0,0.0,0.0,0.0
__open64_nocancel,111,111,0,0.0040000013541430235,0.02300000051036477,0.007216216201069639,0.0028964097077414323,0.0,0.0,0.0,0.0
__read_nocancel,2,2,0,0.0010000003385357559,0.0040000013541430235,0.0025000008463393897,0.0021213210617024286,0.0,0.0,0.0,0.0
