Hub
Function,Total_Syscalls,Total_Syscalls_Success,Total_Syscalls_Failed,Min,Max,Average,Stdev,Failure,Context,Increase,Importance
syscall_brk,504,504,0,0.0,0.24599999960628338,0.01832539678544558,0.025859101148390348,0.0,0.0,0.0,0.0
brk,168,168,0,0.0,0.01300000076298602,0.0010952380112680008,0.0009863627406412597,0.0,0.0,0.0,0.0
[unknown],2210,2210,0,0.0,1.1379999996279366,0.030587782791425364,0.06144321121846249,0.0,0.0,0.0,0.0
syscall_arch_prctl,336,336,0,0.0,0.0020000006770715117,0.0008898809071633011,0.0004194011445627039,0.0,0.0,0.0,0.0
_dl_sysdep_start,1176,1176,0,0.0,0.34899999809567817,0.02827465987386048,0.029103370910968294,0.0,0.0,0.0,0.0
syscall_access,168,168,0,0.004999998054699972,0.037999998312443495,0.007148809691855041,0.003148309776409853,0.0,0.0,0.0,0.0
access,168,168,0,0.004999998054699972,0.037999998312443495,0.007148809691855041,0.003148309776409853,0.0,0.0,0.0,0.0
syscall_openat,510,510,0,0.003999997716164216,0.055999997130129486,0.006717647107400219,0.0036034639874181827,0.0,0.0,0.0,0.0
__GI___open64_nocancel,336,336,0,0.003999997716164216,0.02600000152597204,0.006008928591784622,0.002148913907444468,0.0,0.0,0.0,0.0
_dl_map_object,1848,1848,0,0.0009999967005569488,1.308000002609333,0.0033089826742133724,0.030725187207578088,0.0,0.0,0.0,0.0
syscall_newfstat,675,675,0,0.0009999967005569488,0.1540000012028031,0.002413333261049249,0.006285927053819935,0.0,0.0,0.0,0.0
_fxstat,336,336,0,0.0009999967005569488,0.1540000012028031,0.002660714190347963,0.008667200436007945,0.0,0.0,0.0,0.0
syscall_mmap,1343,1343,0,0.03499999729683623,0.34299999970244244,0.05544676104359303,0.024383210266509064,0.0,0.0,0.0,0.0
mmap64,1176,1176,0,0.03499999729683623,0.34299999970244244,0.056092687144245534,0.02511032505795916,0.0,0.0,0.0,0.0
syscall_close,843,843,0,0.0009999967005569488,0.06799999755457975,0.0018102016866434706,0.002943980513449953,0.0,0.0,0.0,0.0
__GI___close_nocancel,336,336,0,0.0009999967005569488,0.011000000085914508,0.0018333333476524178,0.0007464676066097515,0.0,0.0,0.0,0.0
syscall_read,601039,601039,0,0.0,1.1120000017399434,0.0016337109571072366,0.0046687533053169274,0.0,0.0,0.0,0.0
__GI___read_nocancel,168,168,0,0.0019999970390927047,0.016999998479150236,0.0028809522518713493,0.001298592096893998,0.0,0.0,0.0,0.0
syscall_pread64,1008,1008,0,0.0009999967005569488,1.308000002609333,0.0029424603030386767,0.04152524828489983,0.0,0.0,0.0,0.0
__GI___pread64_nocancel,1008,1008,0,0.0009999967005569488,1.308000002609333,0.0029424603030386767,0.04152524828489983,0.0,0.0,0.0,0.0
_dl_map_object_from_fd,336,336,0,0.0009999967005569488,0.018999999156221747,0.0013779761372591434,0.0010748092247018423,0.0,0.0,0.0,0.0
init_tls,168,168,0,0.0,0.0020000006770715117,0.0009464283721172251,0.00039848409210130017,0.0,0.0,0.0,0.0
syscall_mprotect,504,504,0,0.045000000682193786,0.22700000045006163,0.056236111114620665,0.013220631440738213,0.0,0.0,0.0,0.0
mprotect,504,504,0,0.045000000682193786,0.22700000045006163,0.056236111114620665,0.013220631440738213,0.0,0.0,0.0,0.0
dl_main,504,504,0,0.045000000682193786,0.22700000045006163,0.056236111114620665,0.013220631440738213,0.0,0.0,0.0,0.0
syscall_munmap,168,168,0,0.013999997463542968,0.34899999809567817,0.020285714266979733,0.03226724891427904,0.0,0.0,0.0,0.0
munmap,168,168,0,0.013999997463542968,0.34899999809567817,0.020285714266979733,0.03226724891427904,0.0,0.0,0.0,0.0
__brk,336,336,0,0.0009999967005569488,0.24599999960628338,0.026940476172534374,0.027932584601071616,0.0,0.0,0.0,0.0
__GI___libc_open,6,6,0,0.009999999747378752,0.055999997130129486,0.018666666316372964,0.01831574792810385,0.0,0.0,0.0,0.0
syscall_dup2,1,1,0,0.0020000006770715117,0.0020000006770715117,0.0,0.0,0.0,0.0,0.0,0.0
__dup2,1,1,0,0.0020000006770715117,0.0020000006770715117,0.0,0.0,0.0,0.0,0.0,0.0
__libc_start_main,600899,600890,9,0.0,26667.261000002327,0.22244215250811675,75.68029607200651,0.0,4.340917101371815e-06,-4.340917101371815e-06,0.0
